messages,sentiment,session_index
"['pakkk', 'terima', 'kasih', 'pakk', 'masukannyaa', 'mohon', 'maaf', 'lagi', 'selamat', 'siang', 'abar', 'laksana', 'seminar', 'hasil', 'selesai', 'revisi', 'fasil', 'power point', 'jadwal', 'sidang', 'kabar', 'filkom', 'apps', 'kabar', 'terima', 'kasih', 'wassalamualaikum']",1.0,183
"['alhamdulillah', '[MHS]', 'congrat']",1.0,183
"['pakk', 'terima', 'kasihhh']",1.0,183
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'memberitahukan', 'laksana', 'sidang', 'skripsi', 'senin', 'juli', 'dosen', 'bimbing', 'sedia', 'hadir', 'sidang', 'terima', 'kasih', 'pakk', 'wassalamualaikum']",1.0,184
"['alhamdulillah', '[MHS]', 'hadir']",1.0,184
"['pakk', 'oiyaa', 'mohon', 'maaf', 'latih', 'presentasi', 'siap', 'sidang']",1.0,184
"['[MHS]', 'besok', 'sabtu', 'jam', 'pagi', '[LINK]']",1.0,184
"['pakk', 'terima', 'kasihh']",1.0,184
"['maaf', 'ganggu', 'memberitahukan', 'stand', 'temu', 'daring', 'google', 'meet', 'wassalamualaikum']",1.0,185
"['[MHS]', 'jam']",1.0,185
['pakk'],1.0,185
"['[MHS]', 'link', 'simulasi', 'sidang', 'drive', 'google', 'com', 'dokumen', '1e8z1a1upcsrfqv21pv', '01a1uevnhtvsb', 'view', 'usp', 'sharing', 'moga', 'swt', 'mudah', 'aamiin', 'robbal', 'alamiin', 'maaf', 'sinyal', 'kadang', 'krg', 'stabil', 'suara', 'kesini', 'kadang', 'delay']",1.0,185
"['terima', 'kasih', 'banyakk', 'maaf', 'repot', 'iyaa', 'pakk', 'mohon', 'maaf', 'sinyal', 'stabil', 'suara', 'kadang', 'dengar', 'pakk']",1.0,185
"['[DOSEN]', 'mohon', 'maaf', 'pemberitahuan', 'rejoin', 'google', 'meet', 'mana']",1.0,186
"['maaf', 'baca', '[MHS]']",1.0,186
['oiyaa'],1.0,186
"['selamat', 'siang', 'pakk', 'mohon', 'maaf', 'ganggu', 'revisi', 'skripsi', 'laksana', 'sidang', 'dokumen', 'kirim', 'email', 'terima kasih', 'wassalamualaikum']",-1.0,187
"['[MHS]', 'reply', 'mohon', 'maaf', 'balas']",1.0,188
"['pakk', 'terima', 'kasihh']",1.0,188
"['selamat', 'siang', 'pakk', 'mohon', 'maaf', 'ganggu', 'revisi', 'skripsi', 'pakk', 'dokumen', 'kirim', 'email', 'serta', 'poin', 'revisi', 'terima kasih', 'wassalamualaikum']",1.0,189
"['mohon', 'tunggu', '[MHS]']",1.0,189
"['pakk', 'terima', 'kasihh']",1.0,189
"['[MHS]', 'coba', 'cari', 'paper', 'paper', 'hasil', 'uji', 'coba', 'banding', 'metode', 'elm', 'versus', 'anfis', 'contoh', 'power point', 'p0', '[LINK]']",1.0,190
"['wassalamulalaikum', 'pakk']",1.0,190
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'tuju', 'kait', 'dokumen', 'skripsi', 'unggah', 'filkomapps', 'serah', 'jurnal', 'form', 'sc2', 'waktuu', 'terima', 'kasih', 'wassalamualaikum']",1.0,191
"['[MHS]', 'tuju', 'dokumen', 'skripsi', 'tuju', 'doc', 'serah', 'jurnal', 'form', 'sc2', 'silah', '[MHS]', 'kirim', 'email', 'serta', 'form', 'sc2', 'tanda tangan', 'digital', 'kirim', 'anytime']",1.0,191
"['pakk', 'terima', 'kasih', 'banyakk']",1.0,191
"['selamat', 'pagi', 'pakk', 'mohon', 'maaf', 'ganggu', 'kait', 'turnitin', 'jurnal', 'lebih', 'jurnal', 'kena', 'plagiasi', 'skripsi', 'terima', 'kasih', 'sebelumnyaa', 'wassalamualaikum']",1.0,192
"['[MHS]', 'coba', 'kirim', 'email', 'bentuk', 'pdf', 'cek']",1.0,192
['pakk'],1.0,192
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'terima', 'kasih', 'besar', 'bimbing', 'sadar', 'selesai', 'skripsi', 'moga', 'keluarga', 'sehat', 'aamiin', 'yra', 'semangat', 'pakk', 'didik', 'bimbing', 'wassalamualaikum']",1.0,193
"['alhamdulillah', '[MHS]', 'dosen', 'hehe', 'amanah', 'sbg', 'didik', 'mohon', 'maaf', 'khilaf', 'didik', 'coba', 'ajar', 'ajar', 'aamiin', 'robbal', 'aalamiin', 'matursuwun', 'moga', '[MHS]', 'ndang', 'ide', 'wirausaha', 'meni', 'iya', 'nikah', 'bimbang', 'tentu', 'pilih', 'solusi', 'satu', 'istikarah', 'qur', 'aamiin', 'aamiin', 'robbal', 'aalamiin']",1.0,193
"['wkwkwkwkwkwk', 'pakkk', 'aamiinnn', 'terima', 'kasih', 'pakk', 'doa', 'doanyaaa']",1.0,193
"['aamiin', 'robbal', 'aalamiin']",1.0,193
"['selamat', 'pagi', 'maaf', 'ganggu', 'kait', 'kuliah', 'induksi', 'riset', 'kelas', 'semester', 'ada', 'terima kasih']",1.0,194
['timbang'],1.0,194
"['kait', 'skripsi', 'eksplorasi', 'metode', 'anfis', 'ganti', 'elm', 'optimasi', 'algoritma', 'genetika', 'masuk', 'terima', 'kasih']",1.0,194
"['coba', 'elmnya', 'kernel', 'elm', 'tolong', 'cari', 'papernya', 'direview']",1.0,194
"['terima', 'kasih', 'jurnal', 'baca']",1.0,194
"['dear', 'my', 'students', 'link', 'invite', 'kelas', 'induksi', 'riset', 'calon', 'bimbing', 'chat', 'whatsapp', 'com', 'hceq3iigvoqclydbqreal0', 'monggo', 'gabung', 'terima kasih']",1.0,195
"['terima', 'kasih']",1.0,195
"['selamat', 'pagi', 'maaf', 'ganggu', 'kait', 'bimbing', 'proposal', 'skripsi', 'bimbing', 'terima', 'kasih']",1.0,196
"['besok', 'jam', '[MHS]', 'siam', 'mata kuliah', 'induksi', 'riset']",1.0,196
"['terima', 'kasih', 'siam']",1.0,196
"['selamat', 'pagi', 'maaf', 'ganggu', 'informasi', 'mata kuliah', 'induksi', 'riset', 'siam', 'kemarin', 'siang', 'terima', 'kasih']",1.0,197
"['alhamdulillah', 'catat']",1.0,197
['pakk'],1.0,197
"['selamat', 'pagi', 'maaf', 'ganggu', 'izin', 'kelas', 'induksi', 'riset', 'pagi', 'sakit', 'terima', 'kasih']",1.0,198
"['moga', 'cepat', 'sembuh', 'aamiin', 'yra']",1.0,198
"['terima', 'kasih', 'pakk']",1.0,198
"['selamat', 'pagi', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'kenal', 'nama', '[MHS]', 'teknik informatika', 'minat', 'kc', 'mahasiswa', 'bimbing', 'skripsi', 'kait', 'laksana', 'p0', 'skripsi', 'laksana', 'p0', 'dosen', 'imam', 'p0', 'dosen', 'terima', 'kasih', 'wassalamualaikum']",1.0,199
['iya'],1.0,199
"['terima', 'kasihh']",1.0,199
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'konsultasi', 'kait', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,200
['iya'],1.0,200
"['maaf', 'kirim', 'dokumen', 'poin', 'kirim', 'media']",1.0,200
"['mohon', 'maaf', 'bimbing', 'bingung', 'usaha', 'cari', 'paham', 'langkah', 'langkah', 'algoritma', 'kernel', 'extreme', 'learning', 'machine', 'terap', 'skripsi', 'poin', 'revisi', 'skripsi', 'konsultasi', 'latar', 'tambah', 'alas', 'studi', 'saham', 'pt', 'telekomunikasi', 'tambah', 'jelas', 'bada', 'ubah', 'langkah', 'langkah', 'algoritma', 'kelm', 'ubah', 'teknik', 'analisis', 'ubah', 'diagram alir', 'kelm', 'ubah', 'algoritma', 'kelm', 'ubah', 'diagram alir', 'kelm', 'tambah', 'diagram alir', 'selesai', 'tambah', 'manual', 'tambah', 'ancang', 'uji', 'poin', 'kenan', 'masuk', 'bentuk', 'diagram alir', 'diagram alir', 'representasi', 'method', 'uji', 'fungsi', 'kernel', 'formulasi', 'fungsi', 'fungsi', 'kernel', 'uji', 'penginstansiasi', 'nilai', 'masuk', 'diagram alir', 'method', 'milik', 'parameter', 'parameter', 'masuk', 'diagram alir', 'input', 'sekian', 'lampir', 'softcopy', 'dokumen', 'skripsi', 'terima', 'kasih', 'wassalamualaikum', 'doc']",1.0,200
"['doc', 'contoh', 'diagram alir', 'metode', 'silah', 'bimbing', 'iya', 'mbak', 'takut', 'koreksi', 'tulis']",1.0,200
"['buu', 'terima', 'kasih', 'banyakk']",1.0,200
"['uji', 'butuh', 'uji', 'fold', 'silah', 'konsultasi', 'bimbing']",1.0,201
"['buu', 'konsultasi', 'dosen', 'bimbing', 'terima', 'kasih', 'buu']",1.0,201
"['selamat', 'sore', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'buu', 'skripsi', 'waktuu', 'terima', 'kasih', 'sesudahnyaa']",1.0,202
"['iya', 'knapa']",1.0,202
"['skripsi', 'kaji', 'pustaka', 'jurnal', 'huang', 'judul', 'trends', 'extreme', 'learning', 'machines', 'ulas', 'lampir', 'jurnal', 'isi', 'ulas', 'teliti', 'teliti', 'jurnal', 'cantum', 'teliti', 'bingung', 'masuk', 'objek', 'kolom', 'objek', 'tabel', 'kaji', 'pustaka', 'lampir', 'masuk', 'terima', 'kasih', 'buu', 'doc', 'doc']",1.0,202
"['kosong', 'tidak apa']",1.0,202
"['buu', 'terima', 'kasihh']",1.0,202
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'progres', 'skripsi', 'power point', 'p2', 'video', 'presentasi', 'p2', 'video', 'presentasi', 'unggah', 'gdrive', 'dokumen', 'p2', 'link', '[LINK]', 'dokumen', 'skripsi', 'baru', 'uji', 'fold', 'time', 'series', 'nama', 'nested', 'cross', 'validation', 'lampir', 'dokumen', 'terima kasih', 'wassalamualaikum', 'doc']",1.0,203
"['oke', 'cek']",1.0,203
"['terima', 'kasihh']",1.0,203
"['maaf', 'ganggu', 'kait', 'skripsi', 'bimbing', 'daftar', 'seminar', 'hasil', 'semester', 'buu', 'terima', 'kasih', 'buu']",1.0,204
"['periksa', 'silah', 'daftar']",1.0,204
"['buu', 'terima', 'kasih']",1.0,204
"['iya', 'tinggal', 'turnitin', 'lapor', 'class', 'enrollment', 'key', 'skripsi2020']",1.0,204
"['dokumen', 'p0', 'p2', 'coba', 'turnitin', 'induksi', 'riset', 'imam', 'dokumen', 'seminar hasil', 'unggah', 'buu', 'unggah', 'turnitinn']",1.0,204
"['maaf', 'ganggu', 'dokumen', 'skripsi', 'serta', 'screenshoot', 'tes', 'orisinalitas', 'turnitin', 'buu', 'doc', 'doc', 'doc', 'doc']",1.0,205
"['oke', 'tanda tangan', 'silah', 'kirim', 'dlm', 'bntk', 'pdf', 'tanda tangan']",1.0,205
"['ibuu', 'terima', 'kasih', 'banyakk', 'penandatanganan', 'buu', 'mohon', 'maaf', 'aju', 'selenggara', 'seminar hasil', 'aju', 'filkom', 'apps', 'buu']",1.0,205
['oke'],1.0,205
"['buu', 'terima', 'kasihh']",1.0,205
"['[DOSEN]', 'selamat', 'siang', 'undang', 'fasilitator', 'seminar', 'hasil', 'skripsi', 'laksana', 'rabu', 'juli', 'sedia', 'terima', 'kasih', 'buu', 'wassalamualaikum']",1.0,206
['oke'],1.0,206
['buuu'],1.0,206
"['moga', 'lancar', 'iya', 'pntg', 'perhati', 'poin', 'dislide']",1.0,206
"['iyaa', 'aamiinn', 'terima kasih', 'buu', 'oiyaa', 'mohon', 'maaf', 'poin', 'buu']",1.0,206
"['latar', 'tuju', 'rumus', 'tinjau', 'pustaka', 'landas', 'teori', 'metodologi', 'teliti', 'bahas', 'hasil', 'simpul', 'saran']",1.0,206
"['ohhh', 'buuu', 'siappp', 'terima', 'kasih', 'buu']",1.0,206
"['selamat', 'pagi', 'maaf', 'ganggu', 'seminar', 'hasil', 'kirim', 'dokumen', 'skripsi', 'jurnal', 'baru', 'temu', 'salah', 'dokumen', 'skripsi', 'jurnal', 'kirim', 'filkom', 'apps', 'terima', 'kasih', 'wassalamualaikum']",1.0,207
"['[LINK]', 'oke']",1.0,207
"['buu', 'lampir', 'dokumen', 'serta', 'jurnal', 'buu', 'doc', 'doc']",1.0,207
"['apps', 'brarti', 'deh', 'kluar', 'jadwal', 'sidang', 'tolong', 'kirim', 'uji', 'iya', 'sesuai']",1.0,207
"['iya', 'buuu', 'salah', 'buuu', 'kirim', 'uji', 'terima', 'kasih', 'buu']",1.0,207
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'memberitahukan', 'laksana', 'sidang', 'skripsi', 'senin', 'juli', 'dosen', 'bimbing', 'sedia', 'hadir', 'sidang', 'terima', 'kasih', 'buu', 'wassalamualaikum']",1.0,208
['oke'],1.0,208
['buu'],1.0,208
"['[DOSEN]', 'mohon', 'maaf', 'pemberitahuan', 'rejoin', 'google', 'meet', 'mana']",1.0,209
['join'],1.0,209
"['buu', 'terima', 'kasihh']",1.0,209
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'revisi', 'dokumen', 'skripsi', 'laksana', 'sidang', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih', 'buu', 'wassalamualaikum', 'doc']",1.0,210
['revisi'],1.0,210
"['buu', 'sebentar', 'permisi', 'buu', 'dokumen', 'skripsi', 'comment', 'ubah', 'lampir', 'poin', 'revisi', 'revisi', 'ubah', 'judul', 'tambah', 'lembar', 'kesah', 'tambah', 'prakata', 'ubah', 'syaraf', 'saraf', 'resiko', 'risiko', 'pt', 'pt', 'analisa', 'analisis', 'ubah', 'tipo', 'ubah', 'tulis', 'bahasa', 'cetak', 'miring', 'italic', 'ubah', 'tulis', 'latar', 'ubah', 'tulis', 'manfaat', 'teliti', 'ubah', 'tulis', 'kaji', 'pustaka', 'tambah', 'tinjau', 'pusta', 'prediksi', 'saham', 'kelm', 'hapus', 'kalimat', 'rujuk', 'sama', 'tabel', 'gambar', 'sama', 'tabel', 'gambar', 'pindah', 'sama', 'sama', 'fungsi', 'kernel', 'subbab', 'fungsi', 'kernel', 'ubah', 'rapi', 'tulis', 'diagram alir', 'mudah', 'paham', 'rapi', 'tulis', 'kode', 'program', 'doc']",-1.0,210
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'konsultasi', 'kait', 'p1', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,211
['oke'],1.0,211
"['buu', 'lampir', 'softcopy', 'dokumen', 'skripsi', 'power point', 'p1', 'jurnal', 'tekait', 'screenshoot', 'program', 'implementasi', 'terima', 'kasih', 'doc', 'kirim', 'dokumen', 'format', 'masuk']",-1.0,211
"['doc', 'komen']",1.0,212
"['buu', 'terima', 'kasihh', 'selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'revisi', 'dokumen', 'skripsi', 'buu', 'lampir', 'poin', 'revisi', 'revisi', 'ubah', 'dosen ati', 'nip', 'lembar', 'kesah', 'ubah', 'urut', 'tulis', 'prakata', 'ubah', 'urut', 'proses', 'latih', 'ubah', 'gambar', 'uji', 'nested', 'cross', 'validation', 'bentuk', 'shape', 'ubah', 'leta', 'label', 'kode', 'program', 'objek', 'lampir', 'softcopy', 'dokumen', 'skripsi', 'terima', 'kasih', 'buu', 'wassalamualaikum', 'doc']",1.0,212
"['oke', 'sip', 'oke']",1.0,212
"['buu', 'terima', 'kasihh']",1.0,212
"['selamat', 'pagi', 'buu', 'mohon', 'maaf', 'menganggu', 'lembar', 'kesah', 'lampir', 'doc', 'terima', 'kasih', 'buu', 'sebelumnyaa', 'wassalamualaikum']",1.0,213
['doc'],1.0,213
"['buu', 'terima', 'kasih', 'banyakk']",1.0,213
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'tuju', 'kait', 'dokumen', 'skripsi', 'unggah', 'filkomapps', 'serah', 'jurnal', 'form', 'sc2', 'waktuu', 'terima', 'kasih', 'buu', 'wassalamualaikum']",1.0,214
"['oke', 'kirim', 'dlm', 'format', 'pdf']",1.0,214
"['buu', 'form', 'sc2', '18nya', 'doc', 'lampir', 'dokumen', 'skripsi', 'jurnal', 'source', 'codenya', 'buu', 'doc']",1.0,214
"['diupload', 'apps', 'iya']",1.0,214
"['mohon', 'maaf', 'lanjur', 'kirim', 'buu', 'jurnal', 'revisi', 'kait', 'jurnal', 'buu']",1.0,214
"['tidak apa', 'doc', 'oke', 'coba', 'kirim']",1.0,214
"['buu', 'terima', 'kasih', 'banyakk', 'doc', 'jurnal']",1.0,214
['doc'],1.0,214
['buu'],1.0,214
"['doc', 'doc', 'gabung', 'terang', 'doc', 'mohon', 'cek', 'iya']",1.0,214
"['buu', 'terima', 'kasih', 'reviewnyaa']",1.0,214
['doc'],1.0,214
"['baikk', 'baik', 'siang', 'buu', 'dokumen', 'jurnal', 'baik', 'doc', 'kenan', 'mohon', 'koreksi', 'ulang', 'buu', 'terima', 'kasihh']",1.0,214
"['doc', 'doc', 'hape', 'coba', 'cek', 'laptop']",1.0,214
"['oiyaa', 'mohon', 'maaf', 'baik', 'buu', 'doc', 'doc', 'space', 'kosong', 'laptop', 'buu', 'doc']",1.0,214
"['oke', 'brarti', 'beres']",1.0,214
"['ibuu', 'terima', 'kasih']",1.0,214
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'tuju', 'kait', 'form', 'sc2', 'form', 'sc2', 'tuju', 'penandatanganan', 'buu', 'terima', 'kasih', 'buu', 'wassalamualaikum']",1.0,215
['oke'],1.0,215
"['kirim', 'formnya', 'doc', 'doc']",1.0,215
"['doc', 'doc']",1.0,215
"['terima', 'kasih', 'buu']",1.0,215
"['buu', 'mohon', 'maaf', 'ganggu', 'jam', 'gin', 'buu', 'menelfon', 'sengaja', 'kepencett', 'maaf', 'buuu']",1.0,216
"['iya', 'tidak apa', 'duga']",1.0,216
"['hehehe', 'iyaa', 'buu', 'maaf', 'lagi', 'selamat', 'istirahat', 'buu']",1.0,216
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'terima', 'kasih', 'besar', 'bimbing', 'sadar', 'selesai', 'skripsi', 'moga', 'keluarga', 'sehat', 'buu', 'aamiin', 'yra', 'semangat', 'buu', 'didik', 'bimbing', 'wassalamualaikum']",1.0,217
"['aamiin', 'mbak', 'smoga', 'sukses', 'lulus']",1.0,217
"['iyaa', 'terima', 'kasihh', 'buu', 'hehehe']",1.0,217
"['lapor', 'sesuai', 'tinggal', 'lanjut', 'nilai', 'p1', 'masuk', 'nilai', 'bimbing']",1.0,218
"['buu', 'kabar', 'terima kasih', 'buu']",1.0,218
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'video', 'presentasi', 'p1', 'video', 'presentasi', 'unggah', 'gdrive', 'dokumen', 'p1', 'link', '[LINK]', 'terima kasih', 'wassalamualaikum']",-1.0,219
"['mal', 'aidin', 'faizin', 'mohon', 'maaf', 'lahir', 'bathin', 'selamat', 'raya', 'idul', 'fitri']",1.0,220
"['mohon', 'maaf', 'lahir', 'batin', 'iya']",1.0,220
"['iyaa', 'buu']",1.0,220
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'konsultasi', 'progres', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,221
"['silah', 'kirim', 'koreksi', 'senin', 'dpn', 'iya', 'koreksi', 'nilai2', 'matkul', 'setor', 'nilai']",1.0,221
"['buu', 'kirim', 'dokumen', 'skripsi', 'hasil', 'screenshoot', 'program', 'doc', 'doc', 'terima kasih', 'buu']",1.0,221
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'konsultasi', 'progres', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,222
['oke'],1.0,222
"['buu', 'lampir', 'dokumen', 'skripsi', 'serta', 'screenshoot', 'program', 'doc', 'doc', 'terima', 'kasih', 'buu']",1.0,222
"['tulis', 'kode', 'program', 'label', 'kode', 'program', 'gambar', 'kode', 'program', 'normalisasi', 'label', 'pisah', 'gambar', 'daftar', 'kode', 'program', 'sesuai']",1.0,222
"['buu', 'baik', 'terima kasih', '[DOSEN]']",1.0,222
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'konsultasi', 'progres', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,223
['oke'],1.0,223
"['lampir', 'dokumen', 'skripsi', 'serta', 'screenshoot', 'kode', 'program', 'kirim', 'format', 'iya', 'buu', 'doc', 'terima', 'kasih']",-1.0,223
"['selamat', 'sore', 'mohon', 'maaf', 'revisi', 'dokumen', 'skripsi', 'buu', 'terima', 'kasih']",-1.0,224
"['selamat', 'pagi', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'informatika', 'angkat', 'kosong', 'jam', 'bimbing', 'konsultasi', 'kait', 'proposal', 'skripsi', 'terima kasih']",1.0,225
"['waalaikumussalam', 'wrwb', 'jumat', 'jam']",1.0,225
"['terima kasih', 'informasi']",1.0,225
"['selamat', 'pagi', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'informatika', 'angkat', 'kosong', 'jam', 'bimbing', 'konsultasi', 'kait', 'skripsi', 'terima kasih']",1.0,226
"['waalaikumussalam', 'wrwb', 'besok', 'jam']",1.0,226
"['terima kasih', 'informasi']",1.0,226
"['logbook', 'p2']",1.0,227
"['cek', 'pasti', 'bimbing', 'tolong', 'periksa']",1.0,227
"['bimbing', 'selamat', 'sore', 'maaf', 'ganggu', 'uji', 'teknik', 'uji', 'pakai', 'whitebox', 'blackbox', 'blackbox']",1.0,227
['whitebox'],1.0,227
"['whitebox', 'pakai', 'basis', 'path', 'testing', 'dalam', 'iya']",1.0,227
"['iya', 'basis', 'path', 'testing', 'code', 'generator', 'dokumen', 'xtend']",1.0,227
"['uji', 'email', 'masuk', 'dalam', 'blackbox', 'iya']",1.0,227
"['email', 'tercover', 'uji', 'whitebox', 'uji', 'jalur', 'independen']",1.0,227
"['terima kasih', 'informasi']",1.0,227
"['selamat', 'siang', 'maaf', 'ganggu', 'logbook', 'bimbing', 'cukup', 'p2', 'terima', 'kasih']",1.0,228
"['waalaikumussalam', 'isi', 'filkom', 'apps']",1.0,228
['terima kasih'],1.0,228
"['selamat', 'sore', 'maaf', 'menganggu', 'kait', 'status', 'skripsi', 'capai', 'p2', 'proses', 'kerja', 'skripsi', 'lanjut', 'semester', 'iya', 'terima kasih']",1.0,229
"['waalaikumussalam', 'wrwb', 'otomatis']",1.0,229
"['konsultasi', 'skripsi', 'jeda', 'semester', 'jalan', 'iya']",1.0,229
['silah'],1.0,229
"['terima kasih', 'informasi']",1.0,229
"['selamat', 'sore', 'maaf', 'ganggu', 'uji', 'whitebox', 'code', 'generator', 'selesai', 'lampir', 'dokumen', 'skripsi', 'dokumen', 'kirim', 'email', 'terima kasih']",1.0,230
"['waalaikumussalam', 'wrwb', 'dokumen', 'periksa']",1.0,230
"['selamat', 'siang', 'maaf', 'menganggu', 'uji', 'blackbox', 'pakai', 'uji', 'email', 'iya']",1.0,231
"['waalaikumussalam', 'wrwb', 'tolong', 'periksa', 'uji', 'tercover', 'whitebox', 'uji', 'blackbox', 'isi', 'uji', 'aplikasi', 'generate']",1.0,231
"['terima', 'kasih']",1.0,231
"['selamat', 'pagi', 'maaf', 'ganggu', '[MHS]', 'uji', 'whitebox', 'code', 'generator', 'blackbox', 'simpul', 'saran', 'selesai', 'lampir', 'dokumen', 'skripsi', 'dokumen', 'kirim', 'email', 'terima', 'kasih']",1.0,232
"['waalaikumussalam', 'wrwb', 'iya', 'maaf', 'slow', 'response']",1.0,232
"['terima', 'kasih']",1.0,232
"['michael', 'fungsi', 'search', 'export', 'daftar', 'pagination', 'implementasi']",1.0,233
['oke'],1.0,233
"['selamat', 'pagi', 'maaf', 'ganggu', 'kendala', 'tahap', 'p2', 'dosen', 'bimbing', 'verifikasi', 'nilai', 'hubung', '[DOSEN]', 'dosen', 'bimbing', 'chat', 'via', 'respon', 'beliau', 'tahap', 'p2', 'lanjut', 'tahap', 'iya']",1.0,234
"['waalaikumussalam', 'wrwb', 'tunggu', '[DOSEN]', 'susun', 'jurnal']",1.0,234
"['terima', 'kasih']",1.0,234
"['selamat', 'pagi', 'maaf', 'ganggu', 'buat', 'abstrak', 'pakai', 'ringkas', 'latar']",1.0,235
"['abstrak', 'isi', 'ringkas', 'dahulu', 'metode', 'hasil', 'simpul']",1.0,235
"['terima', 'kasih']",1.0,235
"['selamat', 'pagi', 'maaf', 'ganggu', 'jurnal', 'kait', 'skripsi', 'kirim', 'email', 'koreksi', 'terima', 'kasih']",1.0,236
"['waalaikumussalam', 'wrwb', 'mohon', 'tunggu', 'balas', 'slow', 'response', 'ganti', 'mahasiswa', 'p0']",1.0,236
"['terima', 'kasih']",1.0,236
"['selamat', 'pagi', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'informatika', 'angkat', 'kosong', 'jam', 'bimbing', 'konsultasi', 'kait', 'skripsi', 'terima kasih']",1.0,237
"['waalaikumussalam', 'wrwb', 'ruang', 'jam']",1.0,237
"['terima kasih', 'informasi']",1.0,237
"['selamat', 'pagi', 'maaf', 'ganggu', 'jurnal', 'selesai', 'daftar', 'seminar hasil', 'iya', 'cek', 'plagiasi']",1.0,238
"['waalaikumussalam', 'wrwb', 'cek', 'plagiasi']",1.0,238
"['terima kasih', 'cek', 'plagiasi', 'pakai', 'dokumen', 'skripsi', 'jurnal', 'iya']",1.0,238
"['skripsi', 'simpul', 'cover', 'daftar', 'abstrak', 'antar', 'daftar', 'pustaka', 'lampir', 'dan lain', 'class', 'enrollment', 'key', 'skripsi1', 'skripsi', 'jptiik']",1.0,238
"['uji', 'sempat', 'iya', 'lebih', 'presentase', 'plagiasinya']",1.0,238
"['maksimal', '3x', 'hari']",1.0,238
"['terima', 'kasih', 'selamat', 'siang', 'maaf', 'ganggu', 'informasi', '[DOSEN]', 'verifikasi', 'p2', 'filkom', 'apps', 'tunggu', 'verifikasi', 'doc']",1.0,238
"['cek', 'apps']",1.0,238
"['terima', 'kasih']",1.0,238
"['selamat', 'sore', 'maaf', 'menganggu', 'uji', 'plagiasi', 'dokumen', 'skripsi', 'turnitin', 'hasil', 'daftar', 'seminar', 'hasil']",-1.0,239
"['waalaikumussalam', 'wrwb', 'silah']",1.0,240
"['terima', 'kasih', 'selamat', 'siang', 'maaf', 'menganggu', 'tandatangan', 'logbook', 'skripsi', 'lampir', 'berkas', 'daftar', 'seminar hasil', 'terima', 'kasih', 'doc']",1.0,240
"['doc', 'waalaikumussalam']",1.0,240
"['terima', 'kasih']",1.0,240
"['selamat', 'siang', 'maaf', 'ganggu', 'tuju', 'filkom', 'apps', 'kait', 'daftar', 'pasuk', 'seminar', 'hasil', 'uji', 'terima', 'kasih']",1.0,241
"['waalaikumussalam', 'tuju']",1.0,241
"['terima', 'kasih']",1.0,241
"['selamat', 'siang', 'maaf', 'ganggu', 'informasi', 'jalan', 'uji', 'skripsi', 'tanggal', 'jumat', 'november', 'jam', 'wib', 'harap', 'hadir', 'uji', 'skripsi', 'lampir', 'undang', 'filkom', 'apps', 'doc']",-1.0,242
"['waalaikumussalam', 'wrwb', 'hadir', 'silah', 'siap', 'maksimal', 'moga', 'sidang', 'jalan', 'lancar', 'hasil', 'baik']",1.0,243
"['terima', 'kasih']",1.0,243
"['terima', 'kasih', 'bimbing', 'tahap', 'uji', 'mohon', 'maaf', 'uji', 'maksimal', 'baik', 'skripsi', 'sesuai']",1.0,244
"['waalaikumussalam', 'wrwb', 'selamat', 'silah', 'selesai', 'revisi']",1.0,244
"['terima', 'kasih', 'selesai', 'revisi', 'mohon', 'bimbing', 'iya']",1.0,244
