Unnamed: 0,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
38,23/10/20,dosen,"ya mbak, sy bacanya dulu ",1,1,12,1,"['iya', 'mbak', 'baca']"
39,23/10/20,mahasiswa,Baik Bapak,1,1,12,1,[]
40,26/10/20,mahasiswa,"Assalamualaikum Wr Wb, selamat siang Pak [DOSEN]. Untuk dokumen skripsi BAB 4 yang saya kirimkan hari rabu minggu lalu apakah ada masukan pak? Terima kasih banyak atas waktunya Bapak ",1,-1,13,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'dokumen', 'skripsi', 'bab', '4', 'kirim', 'rabu', 'minggu', 'masuk', 'terima', 'kasih']"
41,2/11/20,mahasiswa,"Assalamualaikum Wr Wb, selamat siang Pak [DOSEN]. Ingin melakukan bimbingan BAB 4, apakah ada masukan untuk skripsi saya Pak? Berikut dokumen saya lampirkan. Terima kasih banyak atas waktunya Bapak ",1,-1,14,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'laku', 'bimbing', 'bab', '4', 'masuk', 'skripsi', 'dokumen', 'lampir', 'terima', 'kasih']"
42,2/11/20,mahasiswa,<DOC>,1,-1,14,1,['doc']
43,4/11/20,mahasiswa,"Assalamualaikum Wr Wb, selamat siang Pak [DOSEN]. Ingin bertanya apakah Bapak ada waktu untuk melakukan bimbingan Pak? Terima kasih banyak atas waktunya Pak [DOSEN] ",1,-1,15,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'laku', 'bimbing', 'terima', 'kasih', 'dosen']"
44,9/11/20,mahasiswa,"Assalamualaikum Wr Wb, selamat siang Pak [DOSEN]. Untuk dokumen skripsi BAB 4 yang saya kirimkan hari senin minggu lalu apakah ada masukan pak? Terima kasih banyak atas waktunya Bapak ",1,-1,16,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'dokumen', 'skripsi', 'bab', '4', 'kirim', 'senin', 'minggu', 'masuk', 'terima', 'kasih']"
45,16/11/20,dosen,Ya mbak,-1,-1,17,1,"['iya', 'mbak']"
46,18/11/20,mahasiswa,"Assalamualaikum wr wb Bapak [DOSEN], mohon maaf mengganggu waktunya. Saya [MHS] dengan NIM 175150207111002. Ingin melakukan bimbingan untuk presentasi P1 dari saya berjudul "" Sentimen Analisis Layanan Produk Indihome Menggunakan Information Gain dan Metode K-Nearest Neighbor"".  Berikut presentasi drive vidio P1 saya lampirkan https://bit.ly/videop1  Terima kasih banyak bapak atas waktunya. Wassalamualaikum Wr Wb ",1,-1,18,1,"['assalamualaikum', 'wr', 'wb', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'nim', '175150207111002', 'laku', 'bimbing', 'presentasi', 'p1', 'judul', 'sentimen', 'analisis', 'layan', 'produk', 'indihome', 'information', 'gain', 'metode', 'k-nearest', 'neighbor', 'presentasi', 'drive', 'vidio', 'p1', 'lampir', 'url', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
47,10/12/20,dosen,"Waalaikumsalam, ya mbak ",1,1,19,1,"['waalaikumsalam', 'iya', 'mbak']"
48,17/12/20,mahasiswa,"Assalamualaikum Wr Wb, selamat siang Pak [DOSEN]. Saya [MHS] dari TIF 17. Pada Filkom apps untuk verifikasi P2 menunggu dari persetujuan Bapak, sekiranya apakah Bapak bersedia untuk validasi? Terima kasih banyak Bapak ",1,-1,20,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'mahasiswa', 'teknik informatika', '17', 'filkom', 'apps', 'verifikasi', 'p2', 'tunggu', 'tuju', 'sekira', 'sedia', 'validasi', 'terima', 'kasih']"
49,18/12/20,mahasiswa,"Assalamualaikum Wr Wb, selamat siang Pak [DOSEN]. Saya [MHS] dari TIF 17. Pada Filkom apps untuk verifikasi P2 menunggu dari persetujuan Bapak selaku dosen pebimbing 2, sekiranya apakah Bapak bersedia untuk validasi? Dikarenakan deadline untuk P2 adalah tanggal 18 Desember. Terima kasih banyak Bapak ",1,1,21,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'mahasiswa', 'teknik informatika', '17', 'filkom', 'apps', 'verifikasi', 'p2', 'tunggu', 'tuju', 'dosen', 'bimbing', '2', 'sekira', 'sedia', 'validasi', 'deadline', 'p2', 'tanggal', '18', 'desember', 'terima', 'kasih']"
50,18/12/20,dosen,"Ya mbak, sdh ",1,1,21,1,"['iya', 'mbak']"
51,18/12/20,mahasiswa,Baik terima kasih banyak Pak [DOSEN],1,1,21,1,"['terima', 'kasih', 'dosen']"
52,14/1/21,mahasiswa,Assalamualaikum Wr Wb Pak [DOSEN]. Saya [MHS] dari TIF 17. Ingin meminta verifikasi  evaluasi pada filkom apps. Terina kasih banyak Bapak,1,-1,22,1,"['assalamualaikum', 'wr', 'wb', 'dosen', 'mahasiswa', 'teknik informatika', '17', 'verifikasi', 'evaluasi', 'filkom', 'apps', 'ina', 'kasih']"
53,15/1/21,mahasiswa,"Assalamualaikum Wr Wb, selamat siang Pak [DOSEN]. Saya [MHS] dari TIF 17. Pada filkom apps untuk verifikasi hasil evaluasi menunggu dari persetujuan Bapak selaku dosen pembimbing 2, sekiranya apakah Bapak bersedia untuk validasi? Dikarenakan deadline untuk evaluasi adalah tanggal 15 Januari. Terima kasih banyak Bapak ",1,-1,23,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'mahasiswa', 'teknik informatika', '17', 'filkom', 'apps', 'verifikasi', 'hasil', 'evaluasi', 'tunggu', 'tuju', 'dosen', 'bimbing', '2', 'sekira', 'sedia', 'validasi', 'deadline', 'evaluasi', 'tanggal', '15', 'januari', 'terima', 'kasih']"
54,15/1/21,dosen,Wass. Ada perkembangan apa skripsinya ?,-1,-1,23,1,"['wass', 'kembang', 'skripsi']"
55,15/1/21,mahasiswa,<DOC>,1,-1,23,1,['doc']
56,15/1/21,mahasiswa,"Berikut bapak dokumennya, namun untuk lampiran belum saya masukan dikarenakan masih mencoba untuk menambahkan akurasi dan merubah-rubah data Pak ",1,-1,23,1,"['dokumen', 'lampir', 'masuk', 'coba', 'akurasi', 'rubah', 'data']"
57,15/1/21,mahasiswa,"Assalamualaikum Pak [DOSEN], mohon maaf Bapak untuk filkom apps saya menunggu persetujuan dari dosen pembimbing 2 apakah Bapak bersedia untuk validasi perpanjangan surat tugas? Terima kasih banyak Bapak sebelumnya ",1,-1,23,1,"['assalamualaikum', 'dosen', 'mohon', 'maaf', 'filkom', 'apps', 'tunggu', 'tuju', 'dosen', 'bimbing', '2', 'sedia', 'validasi', 'surat', 'tugas', 'terima', 'kasih']"
58,16/1/21,dosen,"Waalaikumsalam, di apps kok gak ada info ya mbak ? ",1,-1,24,1,"['waalaikumsalam', 'apps', 'gak', 'informasi', 'iya', 'mbak']"
59,16/1/21,mahasiswa,Info apa ya Pak? Di saya bersisa menunggu verifikasi Bapak saja pak,1,-1,24,1,"['informasi', 'iya', 'sisa', 'tunggu', 'verifikasi']"
60,16/1/21,mahasiswa,"Assalamualaikum Wr Wb Pak [DOSEN], dari Pak [DOSEN] mengatakan untuk approve dari Filkom apps pak apakah bisa? Dan Pak [DOSEN] bilang kalau ada notifikasinya pak, namun untuk deadlinenya kemarin pak. Terima kasih banyak Bapak sebelumnya ",1,-1,24,1,"['assalamualaikum', 'wr', 'wb', 'dosen', 'dosen', 'setujui', 'filkom', 'apps', 'dosen', 'bilang', 'notifikasi', 'deadlinenya', 'kemarin', 'terima', 'kasih']"
61,16/1/21,dosen,Kok gak ada notifikasinya ya,1,-1,24,1,"['gak', 'notifikasi', 'iya']"
62,16/1/21,mahasiswa,<DOC>,1,-1,24,1,['doc']
63,16/1/21,mahasiswa,<DOC>,1,-1,24,1,['doc']
64,16/1/21,mahasiswa,"Ada pak, ini dari Pak [DOSEN] ",1,-1,24,1,['dosen']
65,18/1/21,mahasiswa,"Assalamualaikum Wr Wb, mohon maaf mengganggu waktunya Pak [DOSEN]. Untuk Filkom apps saya membutuhkan verifikasi Bapak, apakah Bapak bersedia? Terima kasih banyak sebelumnya ",1,-1,25,1,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'dosen', 'filkom', 'apps', 'butuh', 'verifikasi', 'sedia', 'terima', 'kasih']"
66,15/2/21,mahasiswa,<DOC>,1,1,26,1,['doc']
67,15/2/21,mahasiswa,"Assalamualaikum Wr Wb, mohon maaf mengganggu waktunya. Saya [MHS] dengan NIM 175150207111002. Ingin melakukan bimbingan, berikut untuk dokumen saya lampirkan dan progress saya sudah selesai hingga abstrak. Terima kasih banyak Bapak atas waktunya ",1,1,26,1,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'nim', '175150207111002', 'laku', 'bimbing', 'dokumen', 'lampir', 'progres', 'selesai', 'abstrak', 'terima', 'kasih']"
68,15/2/21,dosen,"Waalaikumsalam, ya mbak, sy baca"" dulu ",1,1,26,1,"['waalaikumsalam', 'iya', 'mbak', 'baca']"
69,15/2/21,mahasiswa,"Baik Bapak, terima kasih banyak ",1,1,26,1,"['terima', 'kasih']"
0,15/6/20,mahasiswa,"Assalamualaikum Pak [DOSEN], mohon maaf mengganggu waktunya, nama saya [MHS] dari angkatan 2017. Ingin bertanya untuk ketersediaan bapak menjadi pembimbing skripsi 1 saya. Sebelumnya, saya sudah memiliki topik sentimen analisis mengenai produk layanan Indihome dengan metode k-nearest neighbor dan information gain. Apakah topik saya dapat diangkat untuk penelitian skripsi pak? Terima kasih bapak atas waktunya",1,-1.0,0,2,"['assalamualaikum', 'dosen', 'mohon', 'maaf', 'ganggu', 'nama', 'mahasiswa', 'angkat', '2017', 'sedia', 'bimbing', 'skripsi', '1', 'milik', 'topik', 'sentimen', 'analisis', 'kena', 'produk', 'layan', 'indihome', 'metode', 'k-nearest', 'neighbor', 'information', 'gain', 'topik', 'angkat', 'teliti', 'skripsi', 'terima', 'kasih']"
1,15/6/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik, saya bersedia. In Syaa Allah topik tersbt layak, nanti posisinya bisa dimap lebih dalam pada kajian pustaka. ",1,-1.0,0,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'sedia', 'syaa', 'allah', 'topik', 'layak', 'posisi', 'map', 'kaji', 'pustaka']"
2,15/6/20,mahasiswa,"Baik bapak, terimakasih. Mohon maaf sebelumnya pak, saya ingin bertanya bagaimana untuk mekanisme bimbingan secara daring kepada bapak? ",1,-1.0,0,2,"['terima kasih', 'mohon', 'maaf', 'mekanisme', 'bimbing', 'daring']"
3,16/6/20,dosen,"Baik [MHS],  Silahkan dikirimkan dokumen bimbingan minimal per 1-2 mingguan utk pra Proposal/P0/P1/P2 sampai *Semhas/*Sidang.. Tlg cantumkan secara detail di dalam content email: + lampirkan draft file dok skripsi dlm .doc/.docx + ppt P0/P1/P2/Semhas/Sidang (jika mau P0/P1/P2/Semhas/Sidang), contoh ppt sdh ada di link grup kelas, tinggal diganti isinya atau dgn template lain + beberapa screenshoot hasil running program (jika sdh ada) + deskripsi point"" revisi sebelumnya (jika sdh ada)  + deskripsi point"" progress yg baru selesai dikerjakan (jika sdh ada) + hal"" yg ditanyakan (jika ada) + dll  *)utk Semhas/Sidang ditetapkan semuanya dilakukan online/daring dengan google Meet/Zoom/ lainnya.  Kirimkan ke [DOSEN]cs@ub.ac.id  #cegah Covid-19 > Ikhtiyar yg optimal (seperti physical & social distance (sebaiknya hindari/meminimalkan dulu berkumpul dgn mhs/org lain dan hindari kerja kelompok), stay at home/kos (batasi keluar, kecuali jika memang sangat penting dan urgent dgn pakai masker dan lainnya), jgn mudik dulu, gerakan hidup sehat dan bersih, dll) ==> lahir > Do'a dan Tawakal ==> batin  Semoga sukses untuk skripsi dan semuanya dan semoga kita semua terhindar dari bahaya/penyakit/wabah apapun. Aamiin.   Mohon maaf jika ada salah dan khilaf, Tetap selalu jaga Sikap Sopan, Santun dan Menyejukkan. Terimakasih.  [DOSEN] ",1,1.0,1,2,"['mahasiswa', 'silah', 'kirim', 'dokumen', 'bimbing', 'minimal', '1-2', 'minggu', 'pra', 'proposal', 'p0', 'p1', 'p2', 'seminar hasil', 'sidang', 'tolong', 'cantum', 'detail', 'content', 'email', 'lampir', 'draft', 'dokumen', 'dokumen', 'skripsi', 'dlm', 'doc', 'docx', 'power point', 'p0', 'p1', 'p2', 'seminar hasil', 'sidang', 'p0', 'p1', 'p2', 'seminar hasil', 'sidang', 'contoh', 'power point', 'link', 'grup', 'kelas', 'tinggal', 'ganti', 'isi', 'contoh', 'screenshoot', 'hasil', 'running', 'program', 'deskripsi', 'poin', 'revisi', 'deskripsi', 'poin', 'progres', 'selesai', 'kerja', 'dan lain-lain', 'seminar hasil', 'sidang', 'laku', 'online', 'daring', 'google', 'meet', 'zoom', 'kirim', 'dosen', 'email', 'cegah', 'covid-19', 'ikhtiyar', 'optimal', 'physical', 'social', 'distance', 'hindar', 'minimal', 'kumpul', 'mahasiswa', 'org', 'hindar', 'kerja', 'kelompok', 'stay', 'home', 'kos', 'batas', 'kecuali', 'urgent', 'pakai', 'masker', 'mudik', 'gera', 'hidup', 'sehat', 'bersih', 'dan lain-lain', 'lahir', 'tawakal', 'batin', 'moga', 'sukses', 'skripsi', 'moga', 'hindar', 'bahaya', 'sakit', 'wabah', 'aamiin', 'mohon', 'maaf', 'salah', 'khilaf', 'jaga', 'sikap', 'sopan', 'santun', 'sejuk', 'terima kasih', 'dosen']"
4,16/6/20,mahasiswa,"Baik bapak, terimakasih banyak informasinya ",1,1.0,1,2,"['terima kasih', 'informasi']"
5,17/6/20,mahasiswa,"Assalamualaikum wr wb Pak [DOSEN], mohon maaf mengganggu waktunya. Saya [MHS] dari angkatan 2017 sudah mengirim praprosal skripsi melalui email pak. Terimakasih bapak atas waktunya ",1,-1.0,2,2,"['assalamualaikum', 'wr', 'wb', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'angkat', '2017', 'kirim', 'praprosal', 'skripsi', 'email', 'terima kasih']"
6,18/6/20,dosen,"Wa'alaikumsalam wr wb. Baik [MHS], In Syaa Allah segera saya review. ",1,1.0,3,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', 'syaa', 'allah', 'ulas']"
7,18/6/20,mahasiswa,"Baik bapak, terima kasih banyak  ",1,1.0,3,2,"['terima', 'kasih']"
8,22/6/20,mahasiswa,"Assalamualaikum wr wb, mohon maaf mengganggu waktunya Pak [DOSEN]. Saya [MHS], ingin bertanya untuk praproposal yang saya kirim melalui email apakah disetujui pak? Dikarenakan saya melihat kuota untuk menjadikan bapak pembimbing 1 tersisa sedikit. Terima kasih bapak sebelumnya  ",1,1.0,4,2,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'dosen', 'mahasiswa', 'praproposal', 'kirim', 'email', 'tuju', 'lihat', 'kuota', 'bimbing', '1', 'sisa', 'terima', 'kasih']"
9,22/6/20,dosen,"Wa'alaikumsalam Wr. Wb. Silahkan diupload dulu ke Filkom dulu [MHS], tidak apa"". Berikut hasil review adri saya ",1,1.0,4,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'silah', 'diupload', 'filkom', 'mahasiswa', 'hasil', 'ulas', 'adri']"
10,22/6/20,dosen,<DOC>,1,1.0,4,2,['doc']
11,22/6/20,mahasiswa,"Baik bapak, terimakasih banyak ",1,1.0,4,2,['terima kasih']
12,22/6/20,mahasiswa,"Assalamualaikum wr wb Pak [DOSEN], mohon maaf mengganggu waktunya. Ingin mengabarkan untuk praproposal skripsi saya sudah di submit pada Filkom apps pak. Terima kasih bapak atas waktunya  ",1,1.0,4,2,"['assalamualaikum', 'wr', 'wb', 'dosen', 'mohon', 'maaf', 'ganggu', 'abar', 'praproposal', 'skripsi', 'submit', 'filkom', 'apps', 'terima', 'kasih']"
13,22/6/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS], ",1,1.0,4,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa']"
14,22/6/20,dosen,<DOC>,1,1.0,4,2,['doc']
15,22/6/20,dosen,<DOC>,1,1.0,4,2,['doc']
16,22/6/20,dosen,Sdh saya approve.,1,1.0,4,2,['setujui']
17,22/6/20,mahasiswa,"Baik bapak, terima kasih banyak ",1,1.0,4,2,"['terima', 'kasih']"
18,24/6/20,mahasiswa,"Assalamualaikum wr wb Pak [DOSEN], mohon maaf mengganggu waktunya. Ingin mengabarkan kalau saya sudah mengirim proposal melalui e-mail pak. Terimakasih bapak atas waktunya ",1,1.0,5,2,"['assalamualaikum', 'wr', 'wb', 'dosen', 'mohon', 'maaf', 'ganggu', 'abar', 'kirim', 'proposal', 'e-mail', 'terima kasih']"
19,24/6/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS], Tunggu review dari saya. ",1,1.0,5,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', 'tunggu', 'ulas']"
20,24/6/20,mahasiswa,"Baik bapak, terima kasih banyak  ",1,1.0,5,2,"['terima', 'kasih']"
21,30/6/20,mahasiswa,"Assalamualaikum Pak [DOSEN], mohon maaf mengganggu waktunya. Ingin bertanya beberapa perihal berikut ini 1. Saya dari angkatan 2017 yang akan mengambil skripsi smt 7 sehingga masih belum bisa mengajukan proposal di filkom apps, untuk itu apakah tidak apa-apa jika saya mensubmit proposal saya nanti pak? Karna di email yang diberikan oleh bapak, setelah direvisi melakukan submit proposal pada filkom apps 2. Apabila timeline skripsi sudah baru, apakah saya perlu re-upload praproposal pada filkom apps pak? 3. Untuk melakukan p0 melalui email itu berupa power point saja atau dengan vidio saya sedang presentasi ya pak? 4. Jika saya melakukan p0 sebelum timeline baru/krs skripsi apakah tidak apa-apa? Terimakasih banyak bapak sebelumnya ",1,1.0,6,2,"['assalamualaikum', 'dosen', 'mohon', 'maaf', 'ganggu', 'perihal', '1', 'angkat', '2017', 'ambil', 'skripsi', 'smt', '7', 'aju', 'proposal', 'filkom', 'apps', 'mensubmit', 'proposal', 'email', 'revisi', 'laku', 'submit', 'proposal', 'filkom', 'apps', '2', 'timeline', 'skripsi', 're-upload', 'praproposal', 'filkom', 'apps', '3', 'laku', 'p0', 'email', 'upa', 'power', 'poin', 'vidio', 'presentasi', 'iya', '4', 'laku', 'p0', 'timeline', 'krs', 'skripsi', 'terima kasih']"
22,30/6/20,dosen,"Wa'alaikumsalam wr. wb.  Baik [MHS], 1. Ralat: submit proposalnya sesuai tgl yg diset oleh akademik (tlg selalu dipantau di FilkomApp) 2. Benar 3. Buat PPT dulu nanti saya review, jika sdh saya nyatakan fix, silahkam buat video presentasi P0 utk dikirim ke dosbing 1 dan 2 4. Bisa, ini semacam fast track, tetapi juga nanti tgl pengisian log nya ttp mengikuti tgl yg diset oleh akademik, paling tdk ambil tgl awalnya. ",1,1.0,6,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', '1', 'ralat', 'submit', 'proposal', 'sesuai', 'tanggal', 'set', 'akademik', 'tolong', 'pantau', 'filkomapp', '2', '3', 'power point', 'ulas', 'nyata', 'fix', 'silahkam', 'video', 'presentasi', 'p0', 'kirim', 'dosen pembimbing', '1', '2', '4', 'fast', 'track', 'tanggal', 'isi', 'log', 'nya', 'tanggal', 'set', 'akademik', 'ambil', 'tanggal']"
23,30/6/20,mahasiswa,"Baik bapak, terimakasih banyak informasinya ",1,1.0,6,2,"['terima kasih', 'informasi']"
24,7/7/20,mahasiswa,"Assalamualaikum wr wb Pak [DOSEN], mohon maaf mengganggu waktunya. Ingin mengabarkan kalau saya melakukan bimbingan dan mengirim ppt p0 melalui e-mail pak. Terimakasih bapak atas waktunya ",1,1.0,7,2,"['assalamualaikum', 'wr', 'wb', 'dosen', 'mohon', 'maaf', 'ganggu', 'abar', 'laku', 'bimbing', 'kirim', 'power point', 'p0', 'e-mail', 'terima kasih']"
25,7/7/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS], In Syaa Allah segera saya review. ",1,1.0,7,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', 'syaa', 'allah', 'ulas']"
26,7/7/20,mahasiswa,"Baik, terimakasih banyak Bapak ",1,,7,2,['terima kasih']
27,21/7/20,mahasiswa,"Assalamualaikum pak [DOSEN], mohon maaf mengganggu waktunya. Ingin bertanya mengenai 1) Maaf bapak bimbingan minggu kemarin saya salah ketik seharusnya 200 data latih dan 50 data uji, tetapi bimbingan minggu lalu mengetik 200 data uji dan 50 data latih. Data tersebut akan bertambah lagi menjadi 400 data latih dan 120 data uji. Apakah boleh saya tidak menggunakan hold out tetapi pengujian validasi menggunakan k-fold cross? Untuk lipatan fold akan dibagi menjadi 4. 2) Ingin bertanya juga mengenai hal filkom apps, untuk praproposal pada filkom apps berarti saya yang membatalkan sendiri ya pak? Atau apakah nanti akan tereset otomatis?  3) Apabila saya sendiri yang membatalkan praproposal pada filkom apps, pada sistem nanti saya akan tetap bisa menjadikan dosen pembimbing atau tidak ya pak? Karena saya takutnya tidak bisa memilih bapak lagi jika dibatalkan  Terima kasih banyak bapak atas waktunya ",1,1.0,8,2,"['assalamualaikum', 'dosen', 'mohon', 'maaf', 'ganggu', 'kena', '1', 'maaf', 'bimbing', 'minggu', 'kemarin', 'salah', 'ketik', '200', 'data', 'latih', '50', 'data', 'uji', 'bimbing', 'minggu', 'etik', '200', 'data', 'uji', '50', 'data', 'latih', 'data', '400', 'data', 'latih', '120', 'data', 'uji', 'hold', 'uji', 'validasi', 'k-fold', 'cross', 'lipat', 'fold', '4', '2', 'kena', 'filkom', 'apps', 'praproposal', 'filkom', 'apps', 'arti', 'batal', 'iya', 'tereset', 'otomatis', '3', 'batal', 'praproposal', 'filkom', 'apps', 'sistem', 'dosen', 'bimbing', 'iya', 'takut', 'pilih', 'batal', 'terima', 'kasih']"
28,21/7/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS],  1) Maaf bapak bimbingan minggu kemarin saya salah ketik seharusnya 200 data latih dan 50 data uji, tetapi bimbingan minggu lalu mengetik 200 data uji dan 50 data latih. Data tersebut akan bertambah lagi menjadi 400 data latih dan 120 data uji. Apakah boleh saya tidak menggunakan hold out tetapi pengujian validasi menggunakan k-fold cross? Untuk lipatan fold akan dibagi menjadi 4. --> bisa, nanti nilai k-nya diuji misal mulai dari k=2 sampai k-10 2) Ingin bertanya juga mengenai hal filkom apps, untuk praproposal pada filkom apps berarti saya yang membatalkan sendiri ya pak? Atau apakah nanti akan tereset otomatis?  --> tidak perlu dibatalkan, lanjut saja, nanti diperbaiki isi dok. nya ketika sudah waktunya upload proposal --> ini sekaligus menjawab no. 3 3) Apabila saya sendiri yang membatalkan praproposal pada filkom apps, pada sistem nanti saya akan tetap bisa menjadikan dosen pembimbing atau tidak ya pak? Karena saya takutnya tidak bisa memilih bapak lagi jika dibatalkan --> In Syaa Allah masih bisa, ini lebih bergantung pada kuota  #cegah Covid-19 > Ikhtiyar yg optimal (seperti physical & social distance (sebaiknya hindari/meminimalkan dulu berkumpul dgn mhs/org lain dan hindari kerja kelompok), stay at home/kos (batasi keluar, kecuali jika memang sangat penting dan urgent dgn pakai masker dan lainnya), jgn mudik dulu, gerakan hidup sehat dan bersih, dll) ==> lahir > Do'a dan Tawakal ==> batin  Semoga sukses untuk skripsi dan semuanya dan semoga kita semua terhindar dari bahaya/penyakit/wabah apapun. Aamiin.   Mohon maaf jika ada salah dan khilaf, Tetap selalu jaga Sikap Sopan, Santun dan Menyejukkan. Terimakasih.  [DOSEN] ",1,1.0,8,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', '1', 'maaf', 'bimbing', 'minggu', 'kemarin', 'salah', 'ketik', '200', 'data', 'latih', '50', 'data', 'uji', 'bimbing', 'minggu', 'etik', '200', 'data', 'uji', '50', 'data', 'latih', 'data', '400', 'data', 'latih', '120', 'data', 'uji', 'hold', 'uji', 'validasi', 'k-fold', 'cross', 'lipat', 'fold', '4', '--', 'nilai', 'k-nya', 'uji', 'k', '2', 'k-10', '2', 'kena', 'filkom', 'apps', 'praproposal', 'filkom', 'apps', 'arti', 'batal', 'iya', 'tereset', 'otomatis', '--', 'batal', 'isi', 'dokumen', 'nya', 'unggah', 'proposal', '--', '3', '3', 'batal', 'praproposal', 'filkom', 'apps', 'sistem', 'dosen', 'bimbing', 'iya', 'takut', 'pilih', 'batal', '--', 'syaa', 'allah', 'gantung', 'kuota', 'cegah', 'covid-19', 'ikhtiyar', 'optimal', 'physical', 'social', 'distance', 'hindar', 'minimal', 'kumpul', 'mahasiswa', 'org', 'hindar', 'kerja', 'kelompok', 'stay', 'home', 'kos', 'batas', 'kecuali', 'urgent', 'pakai', 'masker', 'mudik', 'gera', 'hidup', 'sehat', 'bersih', 'dan lain-lain', 'lahir', 'tawakal', 'batin', 'moga', 'sukses', 'skripsi', 'moga', 'hindar', 'bahaya', 'sakit', 'wabah', 'aamiin', 'mohon', 'maaf', 'salah', 'khilaf', 'jaga', 'sikap', 'sopan', 'santun', 'sejuk', 'terima kasih', 'dosen']"
29,21/7/20,mahasiswa,"Baik, terima kasih banyak Bapak ",1,1.0,8,2,"['terima', 'kasih']"
30,29/7/20,mahasiswa,"Assalamualaikum Pak [DOSEN], mohon maaf mengganggu waktunya. Ingin mengabarkan minggu lalu saya mengirim email bersubjek RE PPT P0 & Proposal Skripsi. Terima kasih banyak bapak atas waktunya ",1,1.0,9,2,"['assalamualaikum', 'dosen', 'mohon', 'maaf', 'ganggu', 'abar', 'minggu', 'kirim', 'email', 'subjek', 'reply', 'power point', 'p0', 'proposal', 'skripsi', 'terima', 'kasih']"
31,29/7/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS], sudah saya reply. ",1,1.0,9,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', 'reply']"
32,29/7/20,mahasiswa,"Baik, terima kasih banyak Bapak ",1,1.0,9,2,"['terima', 'kasih']"
33,3/8/20,mahasiswa,"Assalamualaikum Pak [DOSEN], ingin mengabarkan saya sudah mengirim vidio presentasi P0 melalui email. Namun, saya masih belum mengirim ke dosen pembimbing ke-2 karena belum ada timeline semester ganjil pak, apabila saya mengirimkan vidio P0 kepada dosen pembimbing 2 saat sudah ada timeline apakah boleh pak?. Terima kasih banyak Bapak atas waktunya ",1,1.0,10,2,"['assalamualaikum', 'dosen', 'abar', 'kirim', 'vidio', 'presentasi', 'p0', 'email', 'kirim', 'dosen', 'bimbing', 'ke-2', 'timeline', 'semester', 'ganjil', 'kirim', 'vidio', 'p0', 'dosen', 'bimbing', '2', 'timeline', 'terima', 'kasih']"
34,3/8/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS], benar. ",1,1.0,10,2,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa']"
35,3/8/20,dosen,"Sudah saya cek video P0-nya. Saya note ""telah P0"" lanjutkan ke Bab 4 --> lihat contohnya pada ""http://bit.ly/2kFJeuC"" dari link kelas Induksi Riset saya  Sambil menunggu timeline dari akademik. ",1,1.0,10,2,"['cek', 'video', 'p0-nya', 'note', 'p0', 'bab', '4', '--', 'lihat', 'contoh', 'url', 'link', 'kelas', 'induksi', 'riset', 'tunggu', 'timeline', 'akademik']"
36,3/8/20,mahasiswa,Baik bapak terima kasih banyak,1,1.0,10,2,"['terima', 'kasih']"
