messages,sentiment
"['tunggu', 'ulas', 'tolong', 'lanjut', 'siap', 'p1', 'draft', 'dokumen', 'dokumen', 'excel', 'manual', 'dokumen', 'excel', 'pindah', 'dokumen', 'skripsi', 'cicil', 'koding', 'hasil', 'running', 'hasil', 'hitung', 'manual', 'power point', 'p1', 'isi', 'tolong', 'lampir', 'screenshot', 'hasil', 'running', 'kode', 'program', 'hasil', 'hitung', 'manual', 'screenshot', 'kiri', 'hasil', 'koding', 'kanan', 'hasil', 'manual', 'dokumen', 'tanda', 'shape', 'nilai', 'power point', 'p1', 'isi', 'video', 'presentasi', 'power point', 'p1', 'isi', 'log', 'book', 'minimal', 'dosen bimbing', 'ambil', 'tanggal', 'konsultasi', 'email', 'whatsapp', 'urai', 'log', 'book']",1
"['terima kasih', 'p1', 'kait', 'screenshot', 'hasil', 'koding', 'boleh', 'lengkap', 'tahap', 'kode', 'program', 'tahap', 'proses', 'klasifikasi', 'naive', 'bayes']",1
['ijinkan'],1
"['selamat', 'siang', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'bimbing', 'bimbing', 'kirim', 'dokumen', 'presentasi', 'p1', 'serta', 'dokumen', 'manual', 'dokumen', 'power point', 'presentasi', 'dokumen', 'screenshoot', 'koding', 'dokumen', 'dokumen', 'skripsi', 'email', 'terima', 'kasih']",1
"['whatsapp', 'tunggu', 'ulas']",1
"['maaf', 'logbook', 'filkomapps', 'tanggal', 'desember', 'siap', 'konsultasi', 'p1', 'sesuai', 'tanggal', 'hubung', 'syarat', 'p1', 'boleh']",-1
['ijinkan'],-1
"['selamat', 'siang', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'bimbing', 'bimbing', 'progres', 'kerja', 'skripsi', 'proses', 'kait', 'laksana', 'p2', 'semester', 'lanjut', 'p2', 'semester', 'iya', 'terima', 'kasih']",-1
"['tolong', 'kirim', 'progres', 'minimal', 'skenario', 'uji', 'analisis', 'hasil', 'uji', 'selesai', 'selesai', 'lanjut', 'semester', 'depan']",-1
"['selamat', 'pagi', 'mohon', 'maaf', 'menggangu', 'kirim', 'progres', 'dokumen', 'skripsi', 'p2', 'email', 'maaf', 'kirim', 'minggu', 'kemarin', 'potong', 'libur', 'terima', 'kasih']",1
"['whatsapp', 'mohon', 'tunggu', 'ulas']",1
"['terima', 'kasih']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'mahasiswa', 'informatika', 'angkat', 'kosong', 'jam', 'bimbing', 'konsultasi', 'kait', 'proposal', 'skripsi', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'jumat', 'jam']",1
"['terima kasih', 'informasi']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'mahasiswa', 'informatika', 'angkat', 'kosong', 'jam', 'bimbing', 'konsultasi', 'kait', 'skripsi', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'besok', 'jam']",1
"['terima kasih', 'informasi']",1
"['logbook', 'p2']",1
[],1
"['cek', 'pasti', 'bimbing', 'tolong', 'periksa']",1
"['bimbing', 'selamat', 'sore', 'maaf', 'ganggu', 'uji', 'teknik', 'uji', 'pakai', 'whitebox', 'blackbox', 'blackbox']",1
['whitebox'],1
"['whitebox', 'pakai', 'basis', 'path', 'testing', 'dalam', 'iya']",1
"['iya', 'basis', 'path', 'testing', 'code', 'generator', 'dokumen', 'xtend']",1
"['uji', 'email', 'masuk', 'dalam', 'blackbox', 'iya']",1
"['email', 'tercover', 'uji', 'whitebox', 'uji', 'jalur', 'independen']",1
"['terima kasih', 'informasi']",1
"['selamat', 'siang', 'maaf', 'ganggu', 'logbook', 'bimbing', 'cukup', 'p2', 'terima', 'kasih']",1
"['waalaikumussalam', 'isi', 'filkom', 'apps']",1
['terima kasih'],1
"['selamat', 'sore', 'maaf', 'menganggu', 'kait', 'status', 'skripsi', 'capai', 'p2', 'proses', 'kerja', 'skripsi', 'lanjut', 'semester', 'iya', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'otomatis']",1
"['konsultasi', 'skripsi', 'jeda', 'semester', 'jalan', 'iya']",1
['silah'],1
"['terima kasih', 'informasi']",1
"['selamat', 'sore', 'maaf', 'ganggu', 'uji', 'whitebox', 'code', 'generator', 'selesai', 'lampir', 'dokumen', 'skripsi', 'dokumen', 'kirim', 'email', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'dokumen', 'periksa']",1
[],1
"['selamat', 'siang', 'maaf', 'menganggu', 'uji', 'blackbox', 'pakai', 'uji', 'email', 'iya']",1
"['waalaikumussalam', 'wrwb', 'tolong', 'periksa', 'uji', 'tercover', 'whitebox', 'uji', 'blackbox', 'isi', 'uji', 'aplikasi', 'generate']",1
"['terima', 'kasih']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'uji', 'whitebox', 'code', 'generator', 'blackbox', 'simpul', 'saran', 'selesai', 'lampir', 'dokumen', 'skripsi', 'dokumen', 'kirim', 'email', 'terima', 'kasih']",1
"['waalaikumussalam', 'wrwb', 'iya', 'maaf', 'slow', 'response']",1
"['terima', 'kasih']",1
"['michael', 'fungsi', 'search', 'export', 'daftar', 'pagination', 'implementasi']",1
[],1
['oke'],1
"['selamat', 'pagi', 'maaf', 'ganggu', 'kendala', 'tahap', 'p2', 'dosen', 'bimbing', 'verifikasi', 'nilai', 'hubung', 'marji', 'dosen', 'bimbing', 'chat', 'via', 'whatsapp', 'respon', 'beliau', 'tahap', 'p2', 'lanjut', 'tahap', 'iya']",1
"['waalaikumussalam', 'wrwb', 'tunggu', 'dosen', 'susun', 'jurnal']",1
"['terima', 'kasih']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'buat', 'abstrak', 'pakai', 'ringkas', 'latar']",1
"['abstrak', 'isi', 'ringkas', 'dahulu', 'metode', 'hasil', 'simpul']",1
"['terima', 'kasih']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'jurnal', 'kait', 'skripsi', 'kirim', 'email', 'koreksi', 'terima', 'kasih']",1
"['waalaikumussalam', 'wrwb', 'mohon', 'tunggu', 'balas', 'slow', 'response', 'ganti', 'mahasiswa', 'p0']",1
"['terima', 'kasih']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'mahasiswa', 'informatika', 'angkat', 'kosong', 'jam', 'bimbing', 'konsultasi', 'kait', 'skripsi', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'ruang', 'jam']",1
"['terima kasih', 'informasi']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'jurnal', 'selesai', 'daftar', 'seminar hasil', 'iya', 'cek', 'plagiasi']",1
"['waalaikumussalam', 'wrwb', 'cek', 'plagiasi']",1
"['terima kasih', 'cek', 'plagiasi', 'pakai', 'dokumen', 'skripsi', 'jurnal', 'iya']",1
"['skripsi', 'simpul', 'cover', 'daftar', 'abstrak', 'antar', 'daftar', 'pustaka', 'lampir', 'dan lain', 'class', 'enrollment', 'key', 'skripsi1', 'skripsi', 'jptiik']",1
"['uji', 'sempat', 'iya', 'lebih', 'presentase', 'plagiasinya']",1
"['maksimal', '3x', 'hari']",1
"['terima', 'kasih', 'selamat', 'siang', 'maaf', 'ganggu', 'informasi', 'dosen', 'verifikasi', 'p2', 'filkom', 'apps', 'tunggu', 'verifikasi', 'media', 'serta']",1
"['cek', 'apps']",1
"['terima', 'kasih']",1
"['selamat', 'sore', 'maaf', 'menganggu', 'uji', 'plagiasi', 'dokumen', 'skripsi', 'turnitin', 'hasil', 'daftar', 'seminar', 'hasil']",-1
"['waalaikumussalam', 'wrwb', 'silah']",1
"['terima', 'kasih', 'selamat', 'siang', 'maaf', 'menganggu', 'tandatangan', 'logbook', 'skripsi', 'lampir', 'berkas', 'daftar', 'seminar hasil', 'terima', 'kasih', 'media', 'serta']",1
"['media', 'serta', 'waalaikumussalam']",1
"['terima', 'kasih']",1
"['selamat', 'siang', 'maaf', 'ganggu', 'tuju', 'filkom', 'apps', 'kait', 'daftar', 'pasuk', 'seminar', 'hasil', 'uji', 'terima', 'kasih']",1
"['waalaikumussalam', 'tuju']",1
"['terima', 'kasih']",1
"['selamat', 'siang', 'maaf', 'ganggu', 'informasi', 'jalan', 'uji', 'skripsi', 'tanggal', 'jumat', 'november', 'jam', 'wib', 'harap', 'hadir', 'uji', 'skripsi', 'lampir', 'undang', 'filkom', 'apps', 'media', 'serta']",-1
"['waalaikumussalam', 'wrwb', 'hadir', 'silah', 'siap', 'maksimal', 'moga', 'sidang', 'jalan', 'lancar', 'hasil', 'baik']",1
"['terima', 'kasih']",1
"['terima', 'kasih', 'bimbing', 'tahap', 'uji', 'mohon', 'maaf', 'uji', 'maksimal', 'baik', 'skripsi', 'sesuai']",1
"['waalaikumussalam', 'wrwb', 'selamat', 'silah', 'selesai', 'revisi']",1
"['terima', 'kasih', 'selesai', 'revisi', 'mohon', 'bimbing', 'iya']",1
"['selamat', 'sore', 'maaf', 'menganggu', 'kirim', 'dokumen', 'skripsi', 'revisi', 'form', 'dosen', 'uji', 'email', 'mohon', 'koreksi', 'masuk', 'revisi', 'terima', 'kasih']",-1
"['selamat', 'siang', 'maaf', 'ganggu', 'kirim', 'dokumen', 'skripsi', 'revisi', 'form', 'dosen', 'uji', 'email', 'mohon', 'koreksi', 'masuk', 'batas', 'revisi', 'desember', 'cetak', 'hardcopynya', 'serah', 'berkas', 'akademik', 'mohon', 'bantu', 'bimbing', 'terima', 'kasih']",1
"['waalaikumussalam', 'wrwb', 'silah', 'tunggu', 'email', 'balas', 'antri']",1
"['terima', 'kasih', 'informasi']",1
"['selamat', 'pagi', 'maaf', 'ganggu', 'kait', 'revisi', 'skripsi', 'lembar', 'kesah', 'dokumen', 'skripsi', 'lanjut', 'tahap', 'proses', 'cetak', 'dokumen', 'terima', 'kasih', 'media', 'serta']",1
"['waalaikumussalam', 'media', 'serta']",1
"['terima', 'kasih', 'tangan']",1
"['konsultasi', 'skripsi', 'selasa', 'rabu', 'jumat']",1
"['terima kasih', 'informasi']",1
"['selamat', 'sore', 'maaf', 'menganggu', 'unggah', 'dokumen', 'dokumen', 'skripsi', 'filkom', 'apps', 'tuju', 'apps', 'terima', 'kasih']",-1
"['waalaikumussalam', 'wrwb']",1
"['selamat', 'siang', 'maaf', 'ganggu', 'tandatangan', 'form', 's2', 'sc2', 'perlu', 'yudisium', 'tuju', 'unggah', 'makalah', 'skripsi', 'terima', 'kasih', 'media', 'serta', 'media', 'serta']",1
"['media', 'serta', 'media', 'serta']",1
"['terima kasih', 'tangan']",1
"['selamat', 'siang', 'maaf', 'ganggu', 'kait', 'dokumen', 'skripsi', 'artefak', 'serah', 'terima kasih']",1
"['unggah', 'filkom', 'apps']",1
"['unggah', 'filkom', 'apps', 'kait', 'dokumen', 'skripsi', 'kait', 'daftar', 'yudisium', 'form', 'sc', 'nomor', '3a', '4a', 'terima kasih', 'media', 'serta']",-1
"['selamat', 'siang', 'maaf', 'menganggu', 'form', 'sc2', 'nomor', '3a', '4a', 'perlu', 'daftar', 'yudisium', 'terima kasih', 'media', 'serta']",1
"['media', 'serta']",1
"['terima kasih', 'tandatangannya']",1
[],1
"['selamat', 'sore', 'maaf', 'ganggu', 'mahasiswa', 'informatika', 'angkat', 'unggah', 'proposal', 'skripsi', 'filkom', 'apps', 'masuk', 'judul', 'skripsi', 'judul', 'ikut', 'judul', 'pakai', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'judul']",1
['terima kasih'],1
"['assalamuailaikum', 'selamat', 'sore', 'maaf', 'menganggu', 'mahasiswa', 'informatika', 'angkat', 'analisis', 'domain', 'terap', 'analisis', 'pakai', 'feature', 'diagram', 'ikut', 'jurnal', 'iya', 'media', 'serta']",1
"['waalaikumussalam', 'wrwb', 'iya']",1
['terima kasih'],1
"['media', 'serta', 'selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'informatika', 'angkat', 'analisis', 'domain', 'lampir', 'dokumen', 'pdf', 'koreksi', 'tambah', 'grammar', 'dsl', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'bimbing', 'via', 'email', 'serta', 'dokumen', 'format', 'docx']",1
"['mohon', 'maaf', 'kirim', 'email', 'terima kasih']",1
"['selamat', 'sore', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'bimbing', 'ancang', 'dsl', 'tulis', 'skripsi', 'bagi', 'fitur', 'halaman', 'halaman', 'daftar', 'halaman', 'iya']",1
"['waalaikumussalam', 'wrwb', 'perfitur', 'halaman', 'rancang', 'grammar', 'grammar', 'cakup', 'atribut', 'deklaratif', 'generate', 'aplikasi', 'butuh', 'judul', 'halaman', 'grammar', 'atribut', 'judul', 'ancang', 'code', 'generator', 'pisah', 'perfitur', 'halaman']",1
"['terima kasih', 'informasi']",1
"['selamat', 'sore', 'maaf', 'ganggu', 'telepon', 'kait', 'sks', 'skripsi', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'via', 'message', 'sksnya']",1
"['aju', 'minta', 'transkrip', 'akademik', 'hitung', 'sks', 'wajib', 'minat', 'total', 'sks', 'sks', 'semester', 'kemarin', 'ulang', 'kuliah', 'kenal', 'pola', 'sks', 'semester', 'kemarin', 'hilang', 'sks', 'selesai', 'skripsi', 'iya']",1
"['sks', 'skripsi']",1
"['skripsi', 'sks', 'total']",1
"['lebih', 's1', '144sks']",1
"['syarat', 'lulus', 'sks', 'skripsi', 'sks', 'iya']",1
"['iya', 'sks', 'sarjana']",1
"['terima kasih', 'informasi']",1
"['assalamualaikun', 'selamat', 'sore', 'maaf', 'ganggu', 'code', 'generator', 'dslnya', 'selesai', 'lampir', 'dokumen', 'skripsi', 'dokumen', 'kirim', 'email', 'terima kasih']",1
"['waalaikumussalam', 'wrwb', 'cek']",1
['terima kasih'],1
"['selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'filkom', 'apps', 'skripsi', 'cantum', 'dosen', 'bimbing', 'kosong', 'jam', 'konsultasi', 'kait', 'skripsi', 'terima kasih']",-1
"['selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'filkom', 'apps', 'skripsi', 'cantum', 'dosen', 'bimbing', 'kosong', 'jam', 'konsultasi', 'kait', 'skripsi', 'terima kasih']",-1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'sedia', 'verifikasi', 'tahap', 'p2', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'filkom', 'apps', 'lampir', 'dokumen', 'skripsi', 'skripsi', 'pasuk', 'tahap', 'uji', 'terima kasih', 'media', 'serta']",-1
"['media', 'serta', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'progres', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'skripsi', 'pasuk', 'tahap', 'uji', 'whitebox', 'hasil', 'valid', 'terima kasih']",1
"['program', 'pakai']",1
"['pakai', 'bahasa', 'php']",1
['dospem'],1
"['dospem', 'dosen']",1
[],1
"['pakai', 'contoh', 'jurnal', 'jurnal', 'skripsi']",-1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'sedia', 'verifikasi', 'nilai', 'tahap', 'p2', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'filkom', 'apps', 'lengkap', 'nilai', 'p2', 'dosen', 'dosen', 'bimbing', 'skripsi', 'bahas', 'kembang', 'domain', 'specific', 'language', 'ubah', 'source', 'code', 'aplikasi', 'crud', 'create', 'read', 'update', 'delete', 'bahasa', 'pemrograman', 'php', 'code', 'generator', 'bahasa', 'pemrograman', 'xtend', 'lampir', 'dokumen', 'skripsi', 'skripsi', 'pasuk', 'tahap', 'uji', 'terima kasih', 'media', 'serta']",-1
"['selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'sedia', 'verifikasi', 'nilai', 'tahap', 'p2', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'filkom', 'apps', 'lengkap', 'nilai', 'p2', 'dosen', 'dosen', 'bimbing', 'juli', 'lampir', 'dokumen', 'skripsi', 'skripsi', 'pasuk', 'tahap', 'uji', 'terima kasih', 'media', 'serta', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'konsultasi', 'verifikasi', 'p2', 'progres', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'skripsi', 'pasuk', 'tahap', 'uji', 'uji', 'whitebox', 'hasil', 'valid', 'uji', 'blackbox', 'buat', 'koreksi', 'saran', 'skripsi', 'terima kasih']",-1
"['media', 'serta', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'konsultasi', 'verifikasi', 'p2', 'progres', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'skripsi', 'pasuk', 'tahap', 'uji', 'uji', 'whitebox', 'hasil', 'valid', 'uji', 'blackbox', 'buat', 'koreksi', 'saran', 'skripsi', 'terima kasih']",-1
"['media', 'serta', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'progres', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'skripsi', 'pasuk', 'tahap', 'uji', 'whitebox', 'hasil', 'valid', 'uji', 'blackbox', 'terima kasih', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'konsultasi', 'tahap', 'p2', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'progres', 'skripsi', 'uji', 'terima kasih']",-1
"['iya', 'baca']",1
[],1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'verifikasi', 'tahap', 'p2', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'progres', 'skripsi', 'uji', 'terima kasih']",-1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'nilai', 'lengkap', 'nilai', 'tahap', 'p2', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'progres', 'skripsi', 'uji', 'terima kasih']",-1
"['media', 'serta', 'selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'progres', 'skripsi', 'terima kasih']",-1
"['selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'progres', 'skripsi', 'terima kasih', 'media', 'serta', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'nilai', 'lengkap', 'nilai', 'tahap', 'p2', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'progres', 'skripsi', 'uji', 'terima kasih']",-1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'konsultasi', 'kait', 'proposal', 'skripsi', 'selasa', 'siang', 'kemarin', 'verifikasi', 'p0', 'terima kasih']",1
"['verifikasi', 'sila', 'cek']",1
"['verifikasi', 'terima', 'kasih']",1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'nilai', 'lengkap', 'nilai', 'tahap', 'p2', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'terima kasih']",-1
"['media', 'serta', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'nilai', 'lengkap', 'nilai', 'tahap', 'p2', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'lampir', 'skripsi', 'capai', 'terima kasih']",-1
"['media', 'serta', 'selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'lapor', 'tahap', 'skripsi', 'jurnal', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'lampir', 'jurnal', 'mohon', 'koreksi', 'saran', 'kurang', 'jurnal', 'terima', 'kasih']",1
['iya'],1
"['tahap', 'p2', 'lengkap', 'nilai', 'filkom', 'apps', 'terima', 'kasih']",-1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'lapor', 'tahap', 'skripsi', 'jurnal', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'kait', 'tahap', 'p2', 'lengkap', 'verifikasi', 'nilai', 'filkom', 'apps', 'dosen', 'dosen', 'bimbing', 'nilai', 'tahap', 'p2', 'agustus', 'kemarin', 'terima', 'kasih']",-1
"['selamat', 'pagi', 'maaf', 'ganggu', 'informasi', 'skripsi', 'capai', 'jurnal', 'skripsi', 'tahap', 'p2', 'verifikasi', 'nilai', 'filkom', 'apps', 'dosen', 'dosen', 'bimbing', 'nilai', 'tahap', 'p2', 'agustus', 'kemarin', 'terima', 'kasih']",-1
"['selamat', 'pagi', 'mahasiswa', 'semester', 'teknik', 'informatika', 'ub', 'bimbing', 'skripsi', 'mohon', 'bantu', 'verifikasi', 'nilai', 'p2', 'skripsi', 'mohon', 'iya', 'orangtua', 'kendala', 'sulit', 'bisnis', 'situasi', 'covid', 'lulus', 'semester', 'semester', 'berat', 'biaya', 'uang', 'kuliah', 'mohon', 'lanjut', 'tahap', 'seminar', 'hasil', 'semester', 'perhati', 'tolong', 'terima', 'kasih', 'hormat', 'halomoan', 'selamat', 'siang', 'mahasiswa', 'semester', 'teknik', 'informatika', 'ub', 'bimbing', 'skripsi', 'mohon', 'bantu', 'verifikasi', 'nilai', 'p2', 'skripsi', 'mohon', 'orangtua', 'kendala', 'sulit', 'bisnis', 'situasi', 'covid', 'lulus', 'semester', 'semester', 'berat', 'biaya', 'uang', 'kuliah', 'mohon', 'lanjut', 'tahap', 'seminar', 'hasil', 'semester', 'perhati', 'tolong', 'terima', 'kasih', 'hormat', 'halomoan']",-1
['iya'],1
"['terima', 'kasih']",1
"['apps', 'informasi', 'iya', 'media', 'serta']",1
"['media', 'serta', 'media', 'serta', 'media', 'serta', 'apps', 'muncul', 'terang']",1
"['sila', 'cek', 'media', 'serta']",1
['terima kasih'],1
"['selamat', 'sore', 'maaf', 'menganggu', 'mahasiswa', 'bimbing', 'skripsi', 'tandatangan', 'logbook', 'skripsi', 'syarat', 'daftar', 'seminar', 'hasil', 'skripsi', 'terima', 'kasih', 'media', 'serta']",-1
"['media', 'serta', 'selamat', 'pagi', 'mahasiswa', 'semester', 'teknik', 'informatika', 'ub', 'bimbing', 'skripsi', 'mohon', 'bantu', 'tandatangan', 'logbook', 'skripsi', 'logbook', 'lengkap', 'berkas', 'daftar', 'seminar', 'hasil', 'perhati', 'tolong', 'terima', 'kasih', 'hormat', 'halomoan', 'media', 'serta', 'selamat', 'sore', 'maaf', 'menganggu', 'bantu', 'tandatangan', 'dokumen', 'logbook', 'skripsi', 'lengkap', 'berkas', 'pakai', 'daftar', 'seminar', 'hasil', 'skripsi', 'perhati', 'terima', 'kasih']",-1
"['selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'semester', 'mohon', 'bantu', 'tandatangan', 'logbook', 'skripsi', 'logbook', 'lengkap', 'berkas', 'daftar', 'seminar', 'hasil', 'perhati', 'tolong', 'terima', 'kasih', 'hormat', 'media', 'serta']",1
"['iya', 'insyaalloh', 'jam', 'bimbing']",-1
"['terima kasih', 'informasi', 'selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'semester', 'mohon', 'bantu', 'tandatangan', 'logbook', 'skripsi', 'logbook', 'lengkap', 'berkas', 'daftar', 'seminar', 'hasil', 'perhati', 'tolong', 'terima', 'kasih', 'tuju', 'filkom', 'apps', 'daftar', 'seminar hasil']",1
"['logbooknya', 'media', 'serta', 'program']",1
"['iya', 'konsultasi', 'dosen', 'terima kasih', 'menandatangani', 'logbook']",1
"['selamat', 'pagi', 'mahasiswa', 'bimbing', 'maaf', 'menganggu', 'mohon', 'bantu', 'tuju', 'filkom', 'apps', 'daftar', 'seminar', 'hasil', 'perhati', 'tolong', 'terima', 'kasih', 'selamat', 'sore', 'mahasiswa', 'bimbing', 'maaf', 'menganggu', 'mohon', 'bantu', 'tuju', 'filkom', 'apps', 'daftar', 'seminar', 'hasil', 'perhati', 'tolong', 'terima', 'kasih']",-1
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'sedia', 'verifikasi', 'dokumen', 'proposal', 'p0', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'dal', 'filkom', 'apps', 'terima kasih']",-1
"['selamat', 'siang', 'maaf', 'ganggu', 'teknik', 'informatika', 'filkom', 'informasi', 'jalan', 'uji', 'skripsi', 'ada', 'jumat', 'november', 'jam', 'wib', 'harap', 'hadir', 'dosen', 'bimbing', 'hadir', 'uji', 'skripsi', 'lampir', 'undang', 'filkom', 'apps', 'sekian', 'terima', 'kasih', 'media', 'serta']",1
"['iya', 'insyaalloh']",1
"['terima', 'kasih']",1
"['terima', 'kasih', 'bimbing', 'tahap', 'selesai', 'uji', 'skripsi', 'mohon', 'bimbing', 'bantu', 'revisi', 'skripsi', 'terima kasih']",1
['iya'],1
"['media', 'serta', 'selamat', 'siang', 'maaf', 'ganggu', 'lampir', 'dokumen', 'hasil', 'revisi', 'skripsi', 'uji', 'skripsi', 'tanggal', 'november', 'mohon', 'bantu', 'masuk', 'koreksi', 'hasil', 'revisi', 'skripsi', 'terima', 'kasih']",-1
"['media', 'serta', 'selamat', 'siang', 'maaf', 'ganggu', 'lampir', 'dokumen', 'hasil', 'revisi', 'skripsi', 'uji', 'skripsi', 'tanggal', 'november', 'mohon', 'bantu', 'masuk', 'koreksi', 'hasil', 'revisi', 'skripsi', 'terima', 'kasih']",-1
"['selamat', 'pagi', 'maaf', 'ganggu', 'lampir', 'dokumen', 'hasil', 'revisi', 'skripsi', 'uji', 'skripsi', 'tanggal', 'november', 'mohon', 'bantu', 'tandatangan', 'lembar', 'kesah', 'dokumen', 'skripsi', 'lanjut', 'proses', 'cetak', 'dokumen', 'terima', 'kasih', 'media', 'serta']",1
"['kirim', 'tangan', 'lembar', 'pdf']",1
"['kirim', 'ulang', 'media', 'serta']",1
"['media', 'serta']",1
"['terima', 'kasih']",1
"['selamat', 'sore', 'maaf', 'menganggu', 'unggah', 'dokumen', 'dokumen', 'skripsi', 'filkom', 'apps', 'tuju', 'apps', 'batas', 'revisi', 'tanggal', 'desember', 'terima', 'kasih']",-1
"['selamat', 'pagi', 'maaf', 'menganggu', 'tandatangan', 'form', 'sc', 'sc2', 'perlu', 'daftar', 'yudisium', 'tuju', 'unggah', 'skripsi', 'terima', 'kasih', 'media', 'serta', 'media', 'serta']",-1
